customer_id,first_name,last_name,email,signup_date,acquisition_channel,customer_segment,city,country
CUST00288,Lucas,Ramirez,lucas.ramirez23@example.com,2024-09-06,Meta Ads,,Seattle,United States
CUST00289,Harper,Williams,harper.williams60@example.com,2024-11-13,Organic,,Houston,United States
CUST00290,Mia,Harris,mia.harris31@example.com,2024-03-19,Meta Ads,,Los Angeles,United States
CUST00291,Harper,Taylor,harper.taylor34@example.com,2026-03-05,Meta Ads,,Chicago,United States
CUST00292,Elijah,Brown,elijah.brown28@example.com,2024-09-19,Google Ads,,Denver,United States
CUST00293,Ava,Harris,ava.harris93@example.com,2024-03-18,Google Ads,,Boston,United States
CUST00294,Amelia,Harris,amelia.harris82@example.com,2026-02-17,Email,,Denver,United States
CUST00295,Abigail,Lee,abigail.lee89@example.com,2024-11-26,Organic,,San Francisco,United States
CUST00296,Ava,Anderson,ava.anderson18@example.com,2025-04-25,Meta Ads,,Miami,United States
CUST00297,Michael,Rodriguez,michael.rodriguez85@example.com,2024-02-27,Meta Ads,,Los Angeles,United States
CUST00298,James,Anderson,james.anderson67@example.com,2024-02-08,Google Ads,,Miami,United States
CUST00299,Olivia,Lee,olivia.lee21@example.com,2025-09-21,Email,,Seattle,United States
CUST00300,Amelia,Jackson,amelia.jackson80@example.com,2026-03-21,Organic,,New York,United States
CUST00301,Amelia,Robinson,amelia.robinson83@example.com,2025-10-29,Google Ads,,Denver,United States
CUST00302,Mason,Taylor,mason.taylor29@example.com,2024-03-04,Meta Ads,,San Francisco,United States
CUST00303,Emily,Williams,emily.williams74@example.com,2025-10-23,Google Ads,,Houston,United States
CUST00304,Emily,Anderson,emily.anderson66@example.com,2025-06-20,Meta Ads,,Chicago,United States
CUST00305,Benjamin,Lopez,benjamin.lopez46@example.com,2025-01-31,Meta Ads,,San Francisco,United States
CUST00306,Henry,Martin,henry.martin16@example.com,2026-03-19,Email,,San Francisco,United States
CUST00307,Olivia,Hernandez,olivia.hernandez22@example.com,2025-07-25,Email,,Miami,United States
CUST00308,Isabella,White,isabella.white94@example.com,2025-09-09,Organic,,San Francisco,United States
CUST00309,Olivia,Jackson,olivia.jackson94@example.com,2024-05-24,Referral,,Miami,United States
CUST00310,Abigail,Thompson,abigail.thompson94@example.com,2025-02-05,Google Ads,,Los Angeles,United States
CUST00311,James,Moore,james.moore58@example.com,2025-10-20,Organic,,Chicago,United States
CUST00312,Henry,Thompson,henry.thompson97@example.com,2025-06-23,Google Ads,,Seattle,United States
CUST00313,Harper,Lopez,harper.lopez12@example.com,2025-01-06,Meta Ads,,Houston,United States
CUST00314,Mia,Harris,mia.harris72@example.com,2024-07-15,Google Ads,,Chicago,United States
CUST00315,Ava,Williams,ava.williams47@example.com,2026-03-18,Google Ads,,Austin,United States
CUST00316,Sofia,White,sofia.white77@example.com,2024-02-08,Email,,Denver,United States
CUST00317,Ava,Martin,ava.martin58@example.com,2024-06-06,Google Ads,,Denver,United States
CUST00318,Michael,Lewis,michael.lewis31@example.com,2026-01-08,Meta Ads,,Seattle,United States
CUST00319,Benjamin,Perez,benjamin.perez40@example.com,2025-03-30,Email,,Boston,United States
CUST00320,Elijah,Moore,elijah.moore40@example.com,2024-11-12,Referral,,Boston,United States
CUST00321,Avery,Clark,avery.clark34@example.com,2025-01-11,Email,,Denver,United States
CUST00322,Amelia,Anderson,amelia.anderson46@example.com,2026-03-07,Meta Ads,,Austin,United States
CUST00323,Lucas,Garcia,lucas.garcia35@example.com,2025-09-11,Google Ads,,Miami,United States
CUST00324,Liam,Lee,liam.lee71@example.com,2025-01-15,Email,,Los Angeles,United States
CUST00325,Emily,Ramirez,emily.ramirez76@example.com,2024-05-07,Google Ads,,Chicago,United States
CUST00326,Isabella,Anderson,isabella.anderson75@example.com,2024-05-30,Organic,,Los Angeles,United States
CUST00327,Logan,Davis,logan.davis67@example.com,2024-12-23,Referral,,Seattle,United States
CUST00328,Liam,Gonzalez,liam.gonzalez74@example.com,2025-01-17,Google Ads,,Los Angeles,United States
CUST00329,Benjamin,Davis,benjamin.davis13@example.com,2024-11-22,Referral,,San Francisco,United States
CUST00330,Michael,Jones,michael.jones27@example.com,2024-02-09,Google Ads,,Boston,United States
CUST00331,Emily,Clark,emily.clark27@example.com,2026-02-16,Organic,,Boston,United States
CUST00332,Alexander,Smith,alexander.smith20@example.com,2024-01-20,Google Ads,,Chicago,United States
CUST00333,Ethan,White,ethan.white87@example.com,2025-06-24,Meta Ads,,Miami,United States
CUST00334,Elijah,Martinez,elijah.martinez25@example.com,2024-02-18,Google Ads,,Denver,United States
CUST00335,Amelia,Williams,amelia.williams24@example.com,2025-05-26,Email,,New York,United States
CUST00336,Abigail,Taylor,abigail.taylor83@example.com,2024-09-04,Organic,,Miami,United States
CUST00337,Lucas,Smith,lucas.smith88@example.com,2024-12-27,Google Ads,,Seattle,United States
CUST00338,Oliver,Perez,oliver.perez95@example.com,2024-03-28,Meta Ads,,San Francisco,United States
CUST00339,Olivia,Taylor,olivia.taylor79@example.com,2025-06-03,Organic,,Austin,United States
CUST00340,Ethan,Smith,ethan.smith59@example.com,2025-04-26,Google Ads,,Seattle,United States
CUST00341,Benjamin,Rodriguez,benjamin.rodriguez12@example.com,2024-12-31,Organic,,San Francisco,United States
CUST00342,Elijah,White,elijah.white94@example.com,2025-10-05,Google Ads,,Denver,United States
CUST00343,Jacob,Harris,jacob.harris52@example.com,2024-05-16,Google Ads,,Austin,United States
CUST00344,Mia,Clark,mia.clark92@example.com,2024-06-28,Organic,,Boston,United States
CUST00345,Emily,Thomas,emily.thomas90@example.com,2024-07-05,Organic,,Los Angeles,United States
CUST00346,Emily,Harris,emily.harris68@example.com,2024-02-07,Google Ads,,New York,United States
CUST00347,Michael,Miller,michael.miller15@example.com,2024-11-19,Referral,,Austin,United States
CUST00348,Charlotte,Clark,charlotte.clark79@example.com,2025-04-29,Google Ads,,Houston,United States
CUST00349,James,Lopez,james.lopez16@example.com,2025-11-02,Meta Ads,,Los Angeles,United States
CUST00350,Michael,Lopez,michael.lopez65@example.com,2025-02-13,Organic,,Seattle,United States
CUST00351,Mia,Garcia,mia.garcia73@example.com,2025-12-09,Meta Ads,,Austin,United States
CUST00352,Isabella,Sanchez,isabella.sanchez20@example.com,2026-01-14,Meta Ads,,Seattle,United States
CUST00353,Alexander,Clark,alexander.clark33@example.com,2025-07-12,Google Ads,,Los Angeles,United States
CUST00354,Olivia,Hernandez,olivia.hernandez94@example.com,2024-10-29,Meta Ads,,Denver,United States
CUST00355,Emily,Wilson,emily.wilson31@example.com,2025-12-07,Meta Ads,,Boston,United States
CUST00356,Liam,White,liam.white55@example.com,2025-09-21,Referral,,Miami,United States
CUST00357,Abigail,Sanchez,abigail.sanchez17@example.com,2024-03-17,Email,,Seattle,United States
CUST00358,Benjamin,Taylor,benjamin.taylor96@example.com,2024-06-12,Referral,,Chicago,United States
CUST00359,Daniel,Martin,daniel.martin96@example.com,2026-03-11,Meta Ads,,Chicago,United States
CUST00360,Olivia,Davis,olivia.davis92@example.com,2025-01-10,Meta Ads,,Denver,United States
CUST00361,Liam,Martin,liam.martin29@example.com,2025-11-26,Meta Ads,,San Francisco,United States
CUST00362,Benjamin,Anderson,benjamin.anderson19@example.com,2025-08-10,Google Ads,,San Francisco,United States
CUST00363,Charlotte,Hernandez,charlotte.hernandez93@example.com,2024-10-12,Google Ads,,Los Angeles,United States
CUST00364,Emma,White,emma.white33@example.com,2025-05-26,Meta Ads,,Austin,United States
CUST00365,Noah,Rodriguez,noah.rodriguez43@example.com,2025-12-21,Meta Ads,,Denver,United States
CUST00366,James,Thompson,james.thompson72@example.com,2024-07-23,Google Ads,,Los Angeles,United States
CUST00367,Amelia,Garcia,amelia.garcia66@example.com,2024-03-30,Organic,,San Francisco,United States
CUST00368,Henry,Lopez,henry.lopez18@example.com,2025-07-17,Meta Ads,,Miami,United States
CUST00369,Daniel,Garcia,daniel.garcia99@example.com,2025-10-15,Google Ads,,San Francisco,United States
CUST00370,Harper,Davis,harper.davis25@example.com,2024-07-24,Organic,,Houston,United States
CUST00371,Michael,Thomas,michael.thomas13@example.com,2025-01-04,Email,,San Francisco,United States
CUST00372,Amelia,Sanchez,amelia.sanchez80@example.com,2024-05-12,Email,,Los Angeles,United States
CUST00373,Olivia,Martinez,olivia.martinez60@example.com,2026-01-04,Organic,,Austin,United States
CUST00374,Lucas,Harris,lucas.harris62@example.com,2025-08-11,Google Ads,,San Francisco,United States
CUST00375,Abigail,Williams,abigail.williams67@example.com,2025-04-22,Email,,San Francisco,United States
CUST00376,Ava,Lewis,ava.lewis80@example.com,2025-10-17,Email,,Chicago,United States
CUST00377,Lucas,Taylor,lucas.taylor17@example.com,2024-05-07,Meta Ads,,Miami,United States
CUST00378,Oliver,Garcia,oliver.garcia51@example.com,2025-12-27,Google Ads,,Austin,United States
CUST00379,Avery,Martinez,avery.martinez20@example.com,2024-09-13,Google Ads,,Austin,United States
CUST00380,Isabella,Jones,isabella.jones90@example.com,2024-11-06,Email,,Los Angeles,United States
CUST00381,Harper,Lee,harper.lee31@example.com,2025-08-29,Referral,,Chicago,United States
CUST00382,Oliver,Perez,oliver.perez89@example.com,2026-01-07,Referral,,San Francisco,United States
CUST00383,Sofia,Robinson,sofia.robinson82@example.com,2024-02-12,Organic,,New York,United States
CUST00384,Olivia,Johnson,olivia.johnson92@example.com,2026-02-28,Email,,Houston,United States
CUST00385,Elizabeth,Jackson,elizabeth.jackson63@example.com,2025-09-24,Email,,Boston,United States
CUST00386,Avery,Lee,avery.lee79@example.com,2024-10-23,Email,,Miami,United States
CUST00387,Mason,Davis,mason.davis97@example.com,2025-02-19,Google Ads,,Los Angeles,United States
CUST00388,Emily,Johnson,emily.johnson30@example.com,2025-03-26,Meta Ads,,Boston,United States
CUST00389,Sophia,Hernandez,sophia.hernandez87@example.com,2024-05-27,Meta Ads,,San Francisco,United States
CUST00390,Jacob,Ramirez,jacob.ramirez54@example.com,2025-02-12,Google Ads,,San Francisco,United States
CUST00391,Harper,Moore,harper.moore23@example.com,2024-11-22,Google Ads,,Los Angeles,United States
CUST00392,Isabella,Anderson,isabella.anderson41@example.com,2024-05-24,Google Ads,,Miami,United States
CUST00393,Charlotte,Ramirez,charlotte.ramirez88@example.com,2025-03-04,Google Ads,,Chicago,United States
CUST00394,Sofia,Hernandez,sofia.hernandez83@example.com,2026-01-08,Meta Ads,,Chicago,United States
CUST00395,Mason,Taylor,mason.taylor69@example.com,2025-05-25,Organic,,Boston,United States
CUST00396,Emma,Williams,emma.williams60@example.com,2025-06-01,Meta Ads,,Houston,United States
CUST00397,Sophia,Jackson,sophia.jackson55@example.com,2024-02-19,Google Ads,,Boston,United States
CUST00398,Alexander,Lewis,alexander.lewis93@example.com,2025-11-19,Meta Ads,,Austin,United States
CUST00399,Emma,Ramirez,emma.ramirez23@example.com,2025-03-17,Google Ads,,Miami,United States
CUST00400,Jacob,Lopez,jacob.lopez61@example.com,2025-01-09,Google Ads,,New York,United States
CUST00401,Evelyn,Moore,evelyn.moore34@example.com,2025-01-06,Email,,Los Angeles,United States
CUST00402,Charlotte,Taylor,charlotte.taylor67@example.com,2026-02-21,Meta Ads,,Denver,United States
CUST00403,Henry,Martin,henry.martin25@example.com,2024-05-11,Referral,,Seattle,United States
CUST00404,Benjamin,Sanchez,benjamin.sanchez53@example.com,2025-07-25,Referral,,Chicago,United States
CUST00405,Sophia,Martin,sophia.martin75@example.com,2025-02-15,Meta Ads,,New York,United States
CUST00406,Liam,Jones,liam.jones52@example.com,2025-04-30,Meta Ads,,Chicago,United States
CUST00407,Alexander,Lewis,alexander.lewis75@example.com,2024-05-23,Meta Ads,,Denver,United States
CUST00408,Mia,Garcia,mia.garcia60@example.com,2025-09-23,Organic,,Miami,United States
CUST00409,Evelyn,Hernandez,evelyn.hernandez74@example.com,2025-06-05,Meta Ads,,Denver,United States
CUST00410,James,Thomas,james.thomas12@example.com,2025-01-12,Meta Ads,,Los Angeles,United States
CUST00411,Lucas,Jackson,lucas.jackson49@example.com,2026-03-26,Organic,,New York,United States
CUST00412,Alexander,Thomas,alexander.thomas43@example.com,2025-11-02,Organic,,Denver,United States
CUST00413,Evelyn,Davis,evelyn.davis16@example.com,2025-08-20,Meta Ads,,Austin,United States
CUST00414,Abigail,White,abigail.white89@example.com,2026-03-04,Organic,,Chicago,United States
CUST00415,Sofia,Perez,sofia.perez41@example.com,2024-02-02,Email,,Los Angeles,United States
CUST00416,Sophia,Smith,sophia.smith66@example.com,2024-11-17,Meta Ads,,Seattle,United States
CUST00417,Emily,Miller,emily.miller62@example.com,2025-05-28,Organic,,Boston,United States
CUST00418,Daniel,Ramirez,daniel.ramirez17@example.com,2025-12-23,Google Ads,,Houston,United States
CUST00419,Ethan,Hernandez,ethan.hernandez94@example.com,2025-05-04,Meta Ads,,San Francisco,United States
CUST00420,Oliver,Anderson,oliver.anderson78@example.com,2024-12-16,Meta Ads,,Miami,United States
CUST00421,Alexander,Thomas,alexander.thomas34@example.com,2024-09-09,Google Ads,,Miami,United States
CUST00422,Elijah,Martinez,elijah.martinez46@example.com,2025-12-22,Google Ads,,Boston,United States
CUST00423,Mia,Thomas,mia.thomas54@example.com,2025-07-27,Referral,,Miami,United States
CUST00424,James,Brown,james.brown83@example.com,2025-11-23,Meta Ads,,Seattle,United States
CUST00425,Sofia,Lopez,sofia.lopez28@example.com,2024-10-24,Google Ads,,Los Angeles,United States
CUST00426,Benjamin,Robinson,benjamin.robinson66@example.com,2025-11-02,Google Ads,,Boston,United States
CUST00427,Sophia,Miller,sophia.miller78@example.com,2024-10-04,Referral,,Miami,United States
CUST00428,Ava,Brown,ava.brown88@example.com,2026-01-28,Email,,Houston,United States
CUST00429,Liam,Perez,liam.perez77@example.com,2024-08-19,Email,,New York,United States
CUST00430,Noah,Wilson,noah.wilson52@example.com,2026-01-04,Meta Ads,,Chicago,United States
CUST00431,Emma,Moore,emma.moore30@example.com,2025-02-20,Email,,Boston,United States
CUST00432,Mason,Lee,mason.lee35@example.com,2026-02-13,Referral,,San Francisco,United States
CUST00433,James,Lee,james.lee17@example.com,2026-02-26,Google Ads,,Denver,United States
CUST00434,Elijah,Moore,elijah.moore14@example.com,2024-06-28,Meta Ads,,Chicago,United States
CUST00435,Logan,Robinson,logan.robinson14@example.com,2025-02-10,Organic,,Chicago,United States
CUST00436,Logan,White,logan.white47@example.com,2024-02-08,Google Ads,,Denver,United States
CUST00437,Alexander,Brown,alexander.brown52@example.com,2024-10-18,Meta Ads,,Austin,United States
CUST00438,Harper,Thomas,harper.thomas27@example.com,2025-05-31,Meta Ads,,Houston,United States
CUST00439,Michael,Brown,michael.brown52@example.com,2024-06-15,Organic,,Miami,United States
CUST00440,Emily,Garcia,emily.garcia11@example.com,2026-01-24,Meta Ads,,Miami,United States
CUST00441,Evelyn,Perez,evelyn.perez34@example.com,2024-06-28,Email,,Seattle,United States
CUST00442,Sofia,Wilson,sofia.wilson75@example.com,2024-12-01,Google Ads,,Los Angeles,United States
CUST00443,Oliver,Jones,oliver.jones71@example.com,2024-11-27,Referral,,New York,United States
CUST00444,Isabella,Gonzalez,isabella.gonzalez40@example.com,2025-04-02,Organic,,San Francisco,United States
CUST00445,James,Jackson,james.jackson83@example.com,2024-01-12,Google Ads,,San Francisco,United States
CUST00446,Emily,Davis,emily.davis17@example.com,2025-11-14,Google Ads,,Miami,United States
CUST00447,Oliver,Gonzalez,oliver.gonzalez97@example.com,2025-05-29,Referral,,Miami,United States
CUST00448,Emily,Brown,emily.brown91@example.com,2024-10-29,Meta Ads,,Houston,United States
CUST00449,Elijah,Jones,elijah.jones71@example.com,2024-06-05,Meta Ads,,Denver,United States
CUST00450,Benjamin,Wilson,benjamin.wilson99@example.com,2025-07-16,Referral,,Austin,United States
CUST00451,Michael,Perez,michael.perez37@example.com,2026-02-19,Google Ads,,Denver,United States
CUST00452,Daniel,Sanchez,daniel.sanchez20@example.com,2025-06-22,Meta Ads,,San Francisco,United States
CUST00453,Olivia,Robinson,olivia.robinson82@example.com,2024-04-24,Google Ads,,Austin,United States
CUST00454,Avery,Taylor,avery.taylor35@example.com,2025-08-09,Meta Ads,,Chicago,United States
CUST00455,Mia,Ramirez,mia.ramirez76@example.com,2025-03-28,Google Ads,,Houston,United States
CUST00456,Emily,Jackson,emily.jackson72@example.com,2024-04-03,Organic,,Boston,United States
CUST00457,Michael,Johnson,michael.johnson68@example.com,2024-05-15,Meta Ads,,Boston,United States
CUST00458,Evelyn,Johnson,evelyn.johnson81@example.com,2025-04-18,Email,,Miami,United States
CUST00459,Jacob,Smith,jacob.smith60@example.com,2024-09-17,Organic,,Houston,United States
CUST00460,Evelyn,Williams,evelyn.williams15@example.com,2025-03-09,Meta Ads,,Los Angeles,United States
CUST00461,Ethan,Johnson,ethan.johnson18@example.com,2025-04-28,Google Ads,,Seattle,United States
CUST00462,Oliver,Harris,oliver.harris27@example.com,2026-02-23,Email,,Seattle,United States
CUST00463,Benjamin,Lewis,benjamin.lewis58@example.com,2025-04-04,Organic,,Seattle,United States
CUST00464,Charlotte,Williams,charlotte.williams97@example.com,2025-11-08,Organic,,Chicago,United States
CUST00465,Abigail,Ramirez,abigail.ramirez54@example.com,2024-05-01,Google Ads,,Austin,United States
CUST00466,Charlotte,Taylor,charlotte.taylor26@example.com,2026-01-15,Referral,,New York,United States
CUST00467,Elizabeth,Smith,elizabeth.smith48@example.com,2025-04-19,Email,,Austin,United States
CUST00468,Lucas,Moore,lucas.moore58@example.com,2024-08-23,Google Ads,,San Francisco,United States
CUST00469,Ava,Rodriguez,ava.rodriguez34@example.com,2026-01-12,Organic,,New York,United States
CUST00470,Michael,Perez,michael.perez63@example.com,2025-09-21,Organic,,New York,United States
CUST00471,Elijah,Miller,elijah.miller18@example.com,2024-04-13,Email,,Boston,United States
CUST00472,Alexander,Perez,alexander.perez16@example.com,2024-09-07,Organic,,Seattle,United States
CUST00473,Amelia,Davis,amelia.davis79@example.com,2024-08-10,Organic,,New York,United States
CUST00474,Ava,Taylor,ava.taylor47@example.com,2024-08-27,Organic,,Denver,United States
CUST00475,Mia,Jackson,mia.jackson86@example.com,2026-03-02,Email,,San Francisco,United States
CUST00476,Elijah,Martinez,elijah.martinez28@example.com,2025-11-07,Meta Ads,,Seattle,United States
CUST00477,James,Rodriguez,james.rodriguez17@example.com,2025-07-24,Referral,,Chicago,United States
CUST00478,Abigail,Perez,abigail.perez64@example.com,2025-07-23,Meta Ads,,San Francisco,United States
CUST00479,Abigail,Perez,abigail.perez58@example.com,2026-03-15,Meta Ads,,Seattle,United States
CUST00480,Lucas,Jones,lucas.jones48@example.com,2025-01-20,Google Ads,,Austin,United States
CUST00481,Mason,Davis,mason.davis38@example.com,2024-11-03,Organic,,Chicago,United States
CUST00482,Michael,Anderson,michael.anderson17@example.com,2025-07-29,Meta Ads,,Seattle,United States
CUST00483,Ethan,Taylor,ethan.taylor27@example.com,2025-02-01,Google Ads,,Houston,United States
CUST00484,Mia,Lee,mia.lee20@example.com,2025-04-05,Organic,,Los Angeles,United States
CUST00485,Ethan,White,ethan.white34@example.com,2024-02-22,Google Ads,,Denver,United States
CUST00486,Alexander,Johnson,alexander.johnson19@example.com,2024-07-11,Organic,,Denver,United States
CUST00487,Jacob,Perez,jacob.perez81@example.com,2024-08-10,Meta Ads,,San Francisco,United States
CUST00488,James,Robinson,james.robinson11@example.com,2024-08-04,Referral,,Los Angeles,United States
CUST00489,Jacob,Harris,jacob.harris71@example.com,2024-09-05,Email,,Houston,United States
CUST00490,Charlotte,Robinson,charlotte.robinson40@example.com,2025-07-19,Meta Ads,,Miami,United States
CUST00491,Charlotte,Anderson,charlotte.anderson78@example.com,2025-10-26,Meta Ads,,Miami,United States
CUST00492,Benjamin,Taylor,benjamin.taylor73@example.com,2025-04-22,Google Ads,,Boston,United States
CUST00493,Elizabeth,Clark,elizabeth.clark50@example.com,2024-07-27,Meta Ads,,Seattle,United States
CUST00494,Liam,Jackson,liam.jackson38@example.com,2026-01-29,Google Ads,,Miami,United States
CUST00495,Ethan,Robinson,ethan.robinson84@example.com,2025-08-16,Organic,,Miami,United States
CUST00496,Ava,Miller,ava.miller52@example.com,2024-08-23,Meta Ads,,Houston,United States
CUST00497,Mason,Moore,mason.moore93@example.com,2025-12-02,Meta Ads,,Boston,United States
CUST00498,Jacob,Lee,jacob.lee72@example.com,2025-04-16,Google Ads,,San Francisco,United States
CUST00499,Oliver,Jones,oliver.jones79@example.com,2025-05-15,Google Ads,,Austin,United States
CUST00500,Abigail,Johnson,abigail.johnson77@example.com,2024-02-04,Organic,,Los Angeles,United States
CUST00501,Sofia,Perez,sofia.perez16@example.com,2026-02-21,Google Ads,,Chicago,United States
CUST00502,Sofia,Lee,sofia.lee39@example.com,2024-03-10,Organic,,New York,United States
CUST00503,Sophia,Taylor,sophia.taylor68@example.com,2025-01-17,Google Ads,,Denver,United States
CUST00504,Logan,Thomas,logan.thomas94@example.com,2025-05-14,Google Ads,,Austin,United States
CUST00505,Ethan,Wilson,ethan.wilson11@example.com,2024-01-18,Meta Ads,,Miami,United States
CUST00506,Ethan,Martinez,ethan.martinez12@example.com,2025-05-29,Organic,,Seattle,United States
CUST00507,Michael,Robinson,michael.robinson32@example.com,2024-04-19,Referral,,Austin,United States
CUST00508,Ava,Davis,ava.davis34@example.com,2025-09-26,Meta Ads,,San Francisco,United States
CUST00509,Isabella,Sanchez,isabella.sanchez60@example.com,2024-03-21,Meta Ads,,Seattle,United States
CUST00510,Amelia,Jackson,amelia.jackson41@example.com,2025-12-14,Google Ads,,Los Angeles,United States
CUST00511,Abigail,Ramirez,abigail.ramirez93@example.com,2026-02-16,Google Ads,,Seattle,United States
CUST00512,Charlotte,Gonzalez,charlotte.gonzalez80@example.com,2025-05-02,Google Ads,,New York,United States
CUST00513,Emily,Garcia,emily.garcia20@example.com,2025-05-26,Organic,,San Francisco,United States
CUST00514,Evelyn,Ramirez,evelyn.ramirez22@example.com,2025-06-24,Referral,,Houston,United States
CUST00515,Sophia,Lewis,sophia.lewis98@example.com,2025-08-03,Meta Ads,,New York,United States
CUST00516,Logan,Williams,logan.williams97@example.com,2024-10-14,Organic,,Denver,United States
CUST00517,Henry,Johnson,henry.johnson32@example.com,2024-11-18,Google Ads,,Houston,United States
CUST00518,Evelyn,Jones,evelyn.jones60@example.com,2024-03-19,Google Ads,,Denver,United States
CUST00519,Elijah,Jackson,elijah.jackson59@example.com,2025-11-24,Organic,,San Francisco,United States
CUST00520,Charlotte,Harris,charlotte.harris27@example.com,2026-03-20,Referral,,Los Angeles,United States
CUST00521,Harper,White,harper.white54@example.com,2024-02-24,Google Ads,,Houston,United States
CUST00522,Sofia,Williams,sofia.williams53@example.com,2025-09-11,Organic,,Denver,United States
CUST00523,Charlotte,Harris,charlotte.harris51@example.com,2024-01-31,Email,,Boston,United States
CUST00524,Mason,Davis,mason.davis55@example.com,2025-07-20,Referral,,Seattle,United States
CUST00525,Oliver,Perez,oliver.perez84@example.com,2025-11-07,Meta Ads,,Denver,United States
CUST00526,James,Sanchez,james.sanchez41@example.com,2025-12-31,Google Ads,,Miami,United States
CUST00527,Ava,Gonzalez,ava.gonzalez91@example.com,2024-06-06,Organic,,San Francisco,United States
CUST00528,Benjamin,Brown,benjamin.brown21@example.com,2024-01-06,Referral,,Boston,United States
CUST00529,Benjamin,Harris,benjamin.harris44@example.com,2024-04-14,Google Ads,,Chicago,United States
CUST00530,Lucas,Anderson,lucas.anderson81@example.com,2025-07-22,Meta Ads,,Los Angeles,United States
CUST00531,Emma,Williams,emma.williams55@example.com,2025-07-21,Google Ads,,Denver,United States
CUST00532,Michael,Hernandez,michael.hernandez59@example.com,2024-01-13,Google Ads,,Seattle,United States
CUST00533,Elizabeth,Williams,elizabeth.williams81@example.com,2024-09-05,Email,,Chicago,United States
CUST00534,Henry,Gonzalez,henry.gonzalez31@example.com,2024-05-22,Google Ads,,Miami,United States
CUST00535,Mason,Jones,mason.jones18@example.com,2024-06-20,Meta Ads,,Seattle,United States
CUST00536,James,Thomas,james.thomas19@example.com,2025-01-04,Google Ads,,Houston,United States
CUST00537,Jacob,Lee,jacob.lee73@example.com,2025-08-31,Email,,Boston,United States
CUST00538,Noah,Jones,noah.jones48@example.com,2024-01-07,Referral,,San Francisco,United States
CUST00539,Sofia,Martin,sofia.martin58@example.com,2024-12-03,Meta Ads,,Seattle,United States
CUST00540,Sofia,Clark,sofia.clark93@example.com,2025-08-31,Google Ads,,San Francisco,United States
CUST00541,Alexander,Thompson,alexander.thompson35@example.com,2025-05-05,Meta Ads,,Seattle,United States
CUST00542,Mia,Martinez,mia.martinez98@example.com,2025-10-10,Meta Ads,,Denver,United States
CUST00543,Michael,Davis,michael.davis51@example.com,2025-01-20,Google Ads,,Seattle,United States
CUST00544,Benjamin,Brown,benjamin.brown82@example.com,2024-07-23,Email,,Austin,United States
CUST00545,Oliver,Perez,oliver.perez80@example.com,2024-01-28,Referral,,Boston,United States
CUST00546,Emily,Miller,emily.miller66@example.com,2026-03-27,Google Ads,,Los Angeles,United States
CUST00547,Sofia,Ramirez,sofia.ramirez62@example.com,2025-11-20,Meta Ads,,Miami,United States
CUST00548,Elijah,Rodriguez,elijah.rodriguez94@example.com,2024-06-06,Organic,,Seattle,United States
CUST00549,Olivia,Anderson,olivia.anderson86@example.com,2025-05-05,Email,,Austin,United States
CUST00550,Harper,Robinson,harper.robinson98@example.com,2025-03-04,Meta Ads,,San Francisco,United States
CUST00551,Emily,Lewis,emily.lewis78@example.com,2025-08-31,Email,,Los Angeles,United States
CUST00552,Noah,Harris,noah.harris41@example.com,2025-11-04,Email,,Chicago,United States
CUST00553,Abigail,Martin,abigail.martin15@example.com,2025-07-30,Referral,,Seattle,United States
CUST00554,Elizabeth,Hernandez,elizabeth.hernandez65@example.com,2024-04-18,Google Ads,,Miami,United States
CUST00555,Elijah,Taylor,elijah.taylor76@example.com,2025-07-25,Email,,Denver,United States
CUST00556,Elijah,Anderson,elijah.anderson57@example.com,2025-02-04,Meta Ads,,Denver,United States
CUST00557,Emily,Taylor,emily.taylor29@example.com,2024-12-19,Referral,,Boston,United States
CUST00558,Noah,Martinez,noah.martinez63@example.com,2024-03-28,Google Ads,,Chicago,United States
CUST00559,Benjamin,Martinez,benjamin.martinez53@example.com,2025-04-11,Organic,,Austin,United States
CUST00560,Mason,Lopez,mason.lopez70@example.com,2024-04-09,Meta Ads,,Boston,United States
CUST00561,Mia,Williams,mia.williams48@example.com,2024-02-15,Organic,,Los Angeles,United States
CUST00562,Emma,Ramirez,emma.ramirez53@example.com,2025-10-25,Google Ads,,Chicago,United States
CUST00563,Logan,White,logan.white41@example.com,2025-06-12,Google Ads,,Chicago,United States
CUST00564,Mia,Moore,mia.moore64@example.com,2025-04-18,Google Ads,,Seattle,United States
CUST00565,Abigail,Garcia,abigail.garcia33@example.com,2025-10-17,Email,,Seattle,United States
CUST00566,Emma,White,emma.white88@example.com,2024-07-21,Meta Ads,,Seattle,United States
CUST00567,Charlotte,Smith,charlotte.smith37@example.com,2024-07-29,Google Ads,,Los Angeles,United States
CUST00568,Evelyn,Brown,evelyn.brown78@example.com,2024-07-10,Meta Ads,,Houston,United States
CUST00569,Amelia,Brown,amelia.brown43@example.com,2025-11-17,Organic,,Austin,United States
CUST00570,Abigail,Hernandez,abigail.hernandez86@example.com,2025-02-01,Email,,Denver,United States
CUST00571,Noah,Lopez,noah.lopez55@example.com,2025-04-13,Email,,Miami,United States
CUST00572,Logan,Martin,logan.martin85@example.com,2024-03-27,Email,,San Francisco,United States
CUST00573,Noah,Davis,noah.davis49@example.com,2024-04-29,Google Ads,,Chicago,United States
