customer_id,first_name,last_name,email,signup_date,acquisition_channel,customer_segment,city,country,first_purchase_date,last_purchase_date,frequency,gross_monetary,total_refunded,net_monetary,total_quantity,returns_count,recency,return_rate,tenure_days
CUST00341,Benjamin,Rodriguez,benjamin.rodriguez12@example.com,2024-12-31,Organic,,San Francisco,United States,2025-04-12,2026-06-07,3,528.91,0.0,528.91,6,0,24.0,0.0,547
CUST00342,Elijah,White,elijah.white94@example.com,2025-10-05,Google Ads,,Denver,United States,2025-10-10,2026-04-06,3,591.1,58.42,532.6800000000001,4,1,86.0,0.3333333333333333,269
CUST00343,Jacob,Harris,jacob.harris52@example.com,2024-05-16,Google Ads,,Austin,United States,2024-06-18,2024-06-18,1,15.05,0.0,15.05,1,0,743.0,0.0,776
CUST00344,Mia,Clark,mia.clark92@example.com,2024-06-28,Organic,,Boston,United States,2025-02-10,2025-11-27,3,432.11,0.0,432.11,4,0,216.0,0.0,733
CUST00345,Emily,Thomas,emily.thomas90@example.com,2024-07-05,Organic,,Los Angeles,United States,2024-08-08,2026-03-20,6,924.5,0.0,924.5,8,0,103.0,0.0,726
CUST00346,Emily,Harris,emily.harris68@example.com,2024-02-07,Google Ads,,New York,United States,2026-05-14,2026-05-14,1,96.39,96.39,0.0,1,1,48.0,1.0,875
CUST00347,Michael,Miller,michael.miller15@example.com,2024-11-19,Referral,,Austin,United States,2024-12-11,2026-06-26,11,1136.81,0.0,1136.81,18,0,5.0,0.0,589
CUST00348,Charlotte,Clark,charlotte.clark79@example.com,2025-04-29,Google Ads,,Houston,United States,2025-07-13,2026-06-03,2,108.52000000000001,76.18,32.34,2,1,28.0,0.5,428
CUST00349,James,Lopez,james.lopez16@example.com,2025-11-02,Meta Ads,,Los Angeles,United States,2026-06-07,2026-06-07,1,377.88,0.0,377.88,2,0,24.0,0.0,241
CUST00350,Michael,Lopez,michael.lopez65@example.com,2025-02-13,Organic,,Seattle,United States,2025-09-30,2026-03-16,2,106.42,106.42,0.0,2,2,107.0,1.0,503
CUST00351,Mia,Garcia,mia.garcia73@example.com,2025-12-09,Meta Ads,,Austin,United States,2026-03-25,2026-03-25,1,60.08,0.0,60.08,1,0,98.0,0.0,204
CUST00352,Isabella,Sanchez,isabella.sanchez20@example.com,2026-01-14,Meta Ads,,Seattle,United States,2026-06-11,2026-06-11,1,251.16,0.0,251.16,3,0,20.0,0.0,168
CUST00353,Alexander,Clark,alexander.clark33@example.com,2025-07-12,Google Ads,,Los Angeles,United States,2025-07-19,2026-03-10,8,1407.35,1071.29,336.06,12,4,113.0,0.5,354
CUST00354,Olivia,Hernandez,olivia.hernandez94@example.com,2024-10-29,Meta Ads,,Denver,United States,2025-10-24,2026-06-04,3,296.14,105.42,190.72,3,1,27.0,0.3333333333333333,610
CUST00355,Emily,Wilson,emily.wilson31@example.com,2025-12-07,Meta Ads,,Boston,United States,2026-05-10,2026-05-10,1,194.19,0.0,194.19,1,0,52.0,0.0,206
CUST00356,Liam,White,liam.white55@example.com,2025-09-21,Referral,,Miami,United States,2025-12-09,2026-04-02,4,406.23,261.71000000000004,144.51999999999998,7,2,90.0,0.5,283
CUST00357,Abigail,Sanchez,abigail.sanchez17@example.com,2024-03-17,Email,,Seattle,United States,2024-08-14,2026-04-20,6,558.9200000000001,280.53,278.39,9,2,72.0,0.3333333333333333,836
CUST00358,Benjamin,Taylor,benjamin.taylor96@example.com,2024-06-12,Referral,,Chicago,United States,2024-06-16,2024-09-07,2,389.02,86.9,302.12,5,1,662.0,0.5,749
CUST00359,Daniel,Martin,daniel.martin96@example.com,2026-03-11,Meta Ads,,Chicago,United States,2026-03-31,2026-04-20,3,142.25,142.25,0.0,3,3,72.0,1.0,112
CUST00360,Olivia,Davis,olivia.davis92@example.com,2025-01-10,Meta Ads,,Denver,United States,2025-02-20,2025-11-11,3,1290.94,0.0,1290.94,7,0,232.0,0.0,537
CUST00361,Liam,Martin,liam.martin29@example.com,2025-11-26,Meta Ads,,San Francisco,United States,2025-12-04,2026-06-15,8,736.4399999999999,97.33,639.11,12,2,16.0,0.25,217
CUST00362,Benjamin,Anderson,benjamin.anderson19@example.com,2025-08-10,Google Ads,,San Francisco,United States,2025-08-16,2026-02-26,5,857.98,116.67,741.31,6,1,125.0,0.2,325
CUST00363,Charlotte,Hernandez,charlotte.hernandez93@example.com,2024-10-12,Google Ads,,Los Angeles,United States,2025-07-21,2026-04-15,2,325.0,199.13,125.87,2,1,77.0,0.5,627
CUST00364,Emma,White,emma.white33@example.com,2025-05-26,Meta Ads,,Austin,United States,2025-11-28,2025-11-28,1,227.5,0.0,227.5,1,0,215.0,0.0,401
CUST00365,Noah,Rodriguez,noah.rodriguez43@example.com,2025-12-21,Meta Ads,,Denver,United States,2026-01-08,2026-06-29,5,635.8199999999999,205.65,430.16999999999996,5,2,2.0,0.4,192
CUST00366,James,Thompson,james.thompson72@example.com,2024-07-23,Google Ads,,Los Angeles,United States,2024-09-21,2026-05-08,4,518.71,0.0,518.71,7,0,54.0,0.0,708
CUST00367,Amelia,Garcia,amelia.garcia66@example.com,2024-03-30,Organic,,San Francisco,United States,2026-05-04,2026-05-04,1,280.32,0.0,280.32,1,0,58.0,0.0,823
CUST00368,Henry,Lopez,henry.lopez18@example.com,2025-07-17,Meta Ads,,Miami,United States,2026-02-01,2026-02-01,1,175.29,0.0,175.29,1,0,150.0,0.0,349
CUST00369,Daniel,Garcia,daniel.garcia99@example.com,2025-10-15,Google Ads,,San Francisco,United States,2025-11-10,2026-06-25,2,173.17,0.0,173.17,2,0,6.0,0.0,259
CUST00370,Harper,Davis,harper.davis25@example.com,2024-07-24,Organic,,Houston,United States,2024-08-09,2024-08-09,1,55.77,0.0,55.77,1,0,691.0,0.0,707
CUST00371,Michael,Thomas,michael.thomas13@example.com,2025-01-04,Email,,San Francisco,United States,2025-04-06,2025-04-06,1,64.08,64.08,0.0,1,1,451.0,1.0,543
CUST00372,Amelia,Sanchez,amelia.sanchez80@example.com,2024-05-12,Email,,Los Angeles,United States,2025-01-18,2026-01-06,2,462.28999999999996,0.0,462.28999999999996,2,0,176.0,0.0,780
CUST00373,Olivia,Martinez,olivia.martinez60@example.com,2026-01-04,Organic,,Austin,United States,2026-03-21,2026-05-31,6,705.87,383.27,322.6,7,2,31.0,0.3333333333333333,178
CUST00374,Lucas,Harris,lucas.harris62@example.com,2025-08-11,Google Ads,,San Francisco,United States,2025-09-03,2026-06-25,13,1216.35,21.18,1195.17,17,1,6.0,0.07692307692307693,324
CUST00375,Abigail,Williams,abigail.williams67@example.com,2025-04-22,Email,,San Francisco,United States,2025-05-28,2025-05-28,1,105.83,0.0,105.83,1,0,399.0,0.0,435
CUST00376,Ava,Lewis,ava.lewis80@example.com,2025-10-17,Email,,Chicago,United States,2026-06-22,2026-06-22,1,332.91,0.0,332.91,2,0,9.0,0.0,257
CUST00377,Lucas,Taylor,lucas.taylor17@example.com,2024-05-07,Meta Ads,,Miami,United States,2024-05-21,2026-01-08,4,277.59,97.86,179.73,5,1,174.0,0.25,785
CUST00378,Oliver,Garcia,oliver.garcia51@example.com,2025-12-27,Google Ads,,Austin,United States,2026-02-09,2026-06-08,4,418.03,0.0,418.03,6,0,23.0,0.0,186
CUST00379,Avery,Martinez,avery.martinez20@example.com,2024-09-13,Google Ads,,Austin,United States,2024-10-08,2026-06-13,6,893.0,301.92,591.08,6,2,18.0,0.3333333333333333,656
CUST00380,Isabella,Jones,isabella.jones90@example.com,2024-11-06,Email,,Los Angeles,United States,2025-07-25,2025-11-02,2,233.63,0.0,233.63,4,0,241.0,0.0,602
CUST00381,Harper,Lee,harper.lee31@example.com,2025-08-29,Referral,,Chicago,United States,2025-12-26,2026-05-18,4,346.86,66.84,280.02,5,1,44.0,0.25,306
CUST00382,Oliver,Perez,oliver.perez89@example.com,2026-01-07,Referral,,San Francisco,United States,2026-02-15,2026-05-29,2,246.51000000000002,0.0,246.51000000000002,2,0,33.0,0.0,175
CUST00383,Sofia,Robinson,sofia.robinson82@example.com,2024-02-12,Organic,,New York,United States,2024-09-27,2025-11-27,4,333.64,65.83,267.81,5,1,216.0,0.25,870
CUST00384,Olivia,Johnson,olivia.johnson92@example.com,2026-02-28,Email,,Houston,United States,2026-03-14,2026-06-29,2,317.26,0.0,317.26,2,0,2.0,0.0,123
CUST00385,Elizabeth,Jackson,elizabeth.jackson63@example.com,2025-09-24,Email,,Boston,United States,2025-10-09,2026-05-28,17,2773.0099999999998,559.9300000000001,2213.08,29,3,34.0,0.17647058823529413,280
CUST00386,Avery,Lee,avery.lee79@example.com,2024-10-23,Email,,Miami,United States,2024-12-07,2025-12-27,3,196.57,126.65,69.92,3,1,186.0,0.3333333333333333,616
CUST00387,Mason,Davis,mason.davis97@example.com,2025-02-19,Google Ads,,Los Angeles,United States,2025-04-07,2026-01-30,7,756.05,89.82,666.23,10,1,152.0,0.14285714285714285,497
CUST00388,Emily,Johnson,emily.johnson30@example.com,2025-03-26,Meta Ads,,Boston,United States,2025-09-05,2025-11-26,2,233.84,0.0,233.84,4,0,217.0,0.0,462
CUST00389,Sophia,Hernandez,sophia.hernandez87@example.com,2024-05-27,Meta Ads,,San Francisco,United States,2024-07-04,2026-06-26,4,753.48,0.0,753.48,5,0,5.0,0.0,765
CUST00390,Jacob,Ramirez,jacob.ramirez54@example.com,2025-02-12,Google Ads,,San Francisco,United States,2025-03-26,2026-05-29,4,518.27,189.78,328.49,5,1,33.0,0.25,504
CUST00391,Harper,Moore,harper.moore23@example.com,2024-11-22,Google Ads,,Los Angeles,United States,2025-03-30,2026-05-24,5,728.9399999999999,0.0,728.9399999999999,10,0,38.0,0.0,586
CUST00392,Isabella,Anderson,isabella.anderson41@example.com,2024-05-24,Google Ads,,Miami,United States,2025-05-25,2025-05-25,1,107.1,0.0,107.1,1,0,402.0,0.0,768
CUST00393,Charlotte,Ramirez,charlotte.ramirez88@example.com,2025-03-04,Google Ads,,Chicago,United States,2025-03-17,2026-01-13,2,202.54,0.0,202.54,3,0,169.0,0.0,484
CUST00394,Sofia,Hernandez,sofia.hernandez83@example.com,2026-01-08,Meta Ads,,Chicago,United States,2026-01-25,2026-06-02,3,555.75,0.0,555.75,4,0,29.0,0.0,174
CUST00395,Mason,Taylor,mason.taylor69@example.com,2025-05-25,Organic,,Boston,United States,2025-06-26,2026-06-29,6,785.24,0.0,785.24,8,0,2.0,0.0,402
CUST00396,Emma,Williams,emma.williams60@example.com,2025-06-01,Meta Ads,,Houston,United States,2025-07-04,2026-03-26,13,1229.01,151.6,1077.4099999999999,17,3,97.0,0.23076923076923078,395
CUST00397,Sophia,Jackson,sophia.jackson55@example.com,2024-02-19,Google Ads,,Boston,United States,2024-12-20,2024-12-20,1,39.12,0.0,39.12,1,0,558.0,0.0,863
CUST00398,Alexander,Lewis,alexander.lewis93@example.com,2025-11-19,Meta Ads,,Austin,United States,2026-01-21,2026-05-30,7,1484.13,274.4,1209.73,11,2,32.0,0.2857142857142857,224
CUST00399,Emma,Ramirez,emma.ramirez23@example.com,2025-03-17,Google Ads,,Miami,United States,2025-04-27,2026-06-02,19,2049.63,208.48000000000002,1841.15,22,3,29.0,0.15789473684210525,471
CUST00400,Jacob,Lopez,jacob.lopez61@example.com,2025-01-09,Google Ads,,New York,United States,2025-05-10,2026-03-12,4,375.56,63.74,311.82,5,1,111.0,0.25,538
CUST00401,Evelyn,Moore,evelyn.moore34@example.com,2025-01-06,Email,,Los Angeles,United States,2025-01-22,2025-11-18,5,968.77,512.3,456.47,10,1,225.0,0.2,541
CUST00402,Charlotte,Taylor,charlotte.taylor67@example.com,2026-02-21,Meta Ads,,Denver,United States,2026-05-04,2026-05-21,2,224.59,0.0,224.59,4,0,41.0,0.0,130
CUST00403,Henry,Martin,henry.martin25@example.com,2024-05-11,Referral,,Seattle,United States,2026-06-07,2026-06-07,1,71.06,71.06,0.0,2,1,24.0,1.0,781
CUST00404,Benjamin,Sanchez,benjamin.sanchez53@example.com,2025-07-25,Referral,,Chicago,United States,2025-12-13,2026-06-04,5,1008.8699999999999,240.35999999999999,768.51,6,2,27.0,0.4,341
CUST00405,Sophia,Martin,sophia.martin75@example.com,2025-02-15,Meta Ads,,New York,United States,2025-09-18,2026-06-22,2,97.07,61.18,35.89,2,1,9.0,0.5,501
CUST00406,Liam,Jones,liam.jones52@example.com,2025-04-30,Meta Ads,,Chicago,United States,2025-08-06,2025-08-06,1,107.67,107.67,0.0,1,1,329.0,1.0,427
CUST00407,Alexander,Lewis,alexander.lewis75@example.com,2024-05-23,Meta Ads,,Denver,United States,2024-10-29,2025-11-12,2,297.06,49.39,247.67,2,1,231.0,0.5,769
CUST00408,Mia,Garcia,mia.garcia60@example.com,2025-09-23,Organic,,Miami,United States,2026-03-02,2026-03-02,1,60.68,0.0,60.68,1,0,121.0,0.0,281
CUST00409,Evelyn,Hernandez,evelyn.hernandez74@example.com,2025-06-05,Meta Ads,,Denver,United States,2025-08-04,2026-05-29,6,1078.5,296.41,782.0899999999999,10,3,33.0,0.5,391
CUST00410,James,Thomas,james.thomas12@example.com,2025-01-12,Meta Ads,,Los Angeles,United States,2025-01-26,2026-05-31,9,896.7,85.03,811.67,10,1,31.0,0.1111111111111111,535
CUST00411,Lucas,Jackson,lucas.jackson49@example.com,2026-03-26,Organic,,New York,United States,2026-05-01,2026-05-23,4,373.67,104.24,269.43,7,1,39.0,0.25,97
CUST00412,Alexander,Thomas,alexander.thomas43@example.com,2025-11-02,Organic,,Denver,United States,2025-12-07,2026-04-04,2,84.14999999999999,0.0,84.14999999999999,2,0,88.0,0.0,241
CUST00413,Evelyn,Davis,evelyn.davis16@example.com,2025-08-20,Meta Ads,,Austin,United States,2025-08-23,2026-06-16,19,2116.32,258.28999999999996,1858.03,24,2,15.0,0.10526315789473684,315
CUST00414,Abigail,White,abigail.white89@example.com,2026-03-04,Organic,,Chicago,United States,2026-03-24,2026-06-14,5,459.09999999999997,0.0,459.09999999999997,7,0,17.0,0.0,119
CUST00415,Sofia,Perez,sofia.perez41@example.com,2024-02-02,Email,,Los Angeles,United States,2025-01-01,2025-01-01,1,66.41,66.41,0.0,1,1,546.0,1.0,880
CUST00416,Sophia,Smith,sophia.smith66@example.com,2024-11-17,Meta Ads,,Seattle,United States,2024-12-09,2026-02-11,4,422.33,57.76,364.57,6,1,140.0,0.25,591
CUST00417,Emily,Miller,emily.miller62@example.com,2025-05-28,Organic,,Boston,United States,2025-08-09,2026-06-28,6,643.8299999999999,66.92,576.91,11,1,3.0,0.16666666666666666,399
CUST00418,Daniel,Ramirez,daniel.ramirez17@example.com,2025-12-23,Google Ads,,Houston,United States,2026-06-04,2026-06-04,1,110.8,0.0,110.8,1,0,27.0,0.0,190
CUST00419,Ethan,Hernandez,ethan.hernandez94@example.com,2025-05-04,Meta Ads,,San Francisco,United States,2026-02-18,2026-05-05,2,244.81,0.0,244.81,2,0,57.0,0.0,423
CUST00420,Oliver,Anderson,oliver.anderson78@example.com,2024-12-16,Meta Ads,,Miami,United States,2025-02-15,2026-06-12,2,117.9,74.77,43.13,2,1,19.0,0.5,562
CUST00421,Alexander,Thomas,alexander.thomas34@example.com,2024-09-09,Google Ads,,Miami,United States,2024-12-23,2026-06-20,5,471.02,97.96,373.06,5,1,11.0,0.2,660
CUST00422,Elijah,Martinez,elijah.martinez46@example.com,2025-12-22,Google Ads,,Boston,United States,2026-01-07,2026-04-06,4,518.23,315.82,202.41,5,1,86.0,0.25,191
CUST00423,Mia,Thomas,mia.thomas54@example.com,2025-07-27,Referral,,Miami,United States,2025-12-11,2025-12-11,1,122.73,122.73,0.0,1,1,202.0,1.0,339
CUST00424,James,Brown,james.brown83@example.com,2025-11-23,Meta Ads,,Seattle,United States,2026-03-21,2026-06-22,2,481.34000000000003,0.0,481.34000000000003,3,0,9.0,0.0,220
CUST00425,Sofia,Lopez,sofia.lopez28@example.com,2024-10-24,Google Ads,,Los Angeles,United States,2025-04-12,2026-05-15,2,309.73,0.0,309.73,3,0,47.0,0.0,615
CUST00426,Benjamin,Robinson,benjamin.robinson66@example.com,2025-11-02,Google Ads,,Boston,United States,2025-11-14,2026-06-01,3,830.8700000000001,0.0,830.8700000000001,7,0,30.0,0.0,241
CUST00427,Sophia,Miller,sophia.miller78@example.com,2024-10-04,Referral,,Miami,United States,2025-11-20,2026-01-13,2,207.51,141.09,66.42,2,1,169.0,0.5,635
CUST00428,Ava,Brown,ava.brown88@example.com,2026-01-28,Email,,Houston,United States,2026-03-19,2026-03-19,1,127.14,127.14,0.0,1,1,104.0,1.0,154
CUST00429,Liam,Perez,liam.perez77@example.com,2024-08-19,Email,,New York,United States,2025-04-25,2025-12-21,3,310.38,196.85,113.53,3,1,192.0,0.3333333333333333,681
CUST00430,Noah,Wilson,noah.wilson52@example.com,2026-01-04,Meta Ads,,Chicago,United States,2026-02-25,2026-05-13,8,938.07,0.0,938.07,17,0,49.0,0.0,178
CUST00431,Emma,Moore,emma.moore30@example.com,2025-02-20,Email,,Boston,United States,2026-04-22,2026-04-22,1,27.76,0.0,27.76,2,0,70.0,0.0,496
CUST00432,Mason,Lee,mason.lee35@example.com,2026-02-13,Referral,,San Francisco,United States,2026-06-26,2026-06-26,1,151.64,0.0,151.64,2,0,5.0,0.0,138
CUST00433,James,Lee,james.lee17@example.com,2026-02-26,Google Ads,,Denver,United States,2026-03-06,2026-06-27,8,1050.93,0.0,1050.93,12,0,4.0,0.0,125
CUST00434,Elijah,Moore,elijah.moore14@example.com,2024-06-28,Meta Ads,,Chicago,United States,2024-10-06,2026-06-04,7,558.26,127.38,430.88,9,2,27.0,0.2857142857142857,733
CUST00435,Logan,Robinson,logan.robinson14@example.com,2025-02-10,Organic,,Chicago,United States,2026-05-12,2026-05-12,1,122.83,0.0,122.83,1,0,50.0,0.0,506
CUST00436,Logan,White,logan.white47@example.com,2024-02-08,Google Ads,,Denver,United States,2024-05-13,2026-05-08,2,139.44,0.0,139.44,3,0,54.0,0.0,874
CUST00437,Alexander,Brown,alexander.brown52@example.com,2024-10-18,Meta Ads,,Austin,United States,2025-10-10,2026-03-05,3,219.58,86.04,133.54000000000002,3,1,118.0,0.3333333333333333,621
CUST00438,Harper,Thomas,harper.thomas27@example.com,2025-05-31,Meta Ads,,Houston,United States,2025-06-08,2026-03-14,2,605.78,0.0,605.78,3,0,109.0,0.0,396
CUST00439,Michael,Brown,michael.brown52@example.com,2024-06-15,Organic,,Miami,United States,2024-07-10,2026-03-27,3,980.56,129.54,851.02,6,1,96.0,0.3333333333333333,746
CUST00440,Emily,Garcia,emily.garcia11@example.com,2026-01-24,Meta Ads,,Miami,United States,2026-03-15,2026-06-04,4,553.8399999999999,0.0,553.8399999999999,5,0,27.0,0.0,158
CUST00441,Evelyn,Perez,evelyn.perez34@example.com,2024-06-28,Email,,Seattle,United States,2025-03-04,2026-06-05,6,1035.6399999999999,75.54,960.1,10,1,26.0,0.16666666666666666,733
CUST00442,Sofia,Wilson,sofia.wilson75@example.com,2024-12-01,Google Ads,,Los Angeles,United States,2025-07-21,2025-07-21,1,53.82,0.0,53.82,1,0,345.0,0.0,577
CUST00443,Oliver,Jones,oliver.jones71@example.com,2024-11-27,Referral,,New York,United States,2025-02-15,2025-10-31,3,240.95,47.71,193.23999999999998,4,1,243.0,0.3333333333333333,581
CUST00444,Isabella,Gonzalez,isabella.gonzalez40@example.com,2025-04-02,Organic,,San Francisco,United States,2025-05-13,2025-08-12,2,761.13,0.0,761.13,5,0,323.0,0.0,455
CUST00445,James,Jackson,james.jackson83@example.com,2024-01-12,Google Ads,,San Francisco,United States,2025-07-21,2026-05-26,2,157.46,43.98,113.48,2,1,36.0,0.5,901
CUST00446,Emily,Davis,emily.davis17@example.com,2025-11-14,Google Ads,,Miami,United States,2025-11-21,2026-03-28,6,585.09,351.67,233.42000000000002,8,3,95.0,0.5,229
CUST00447,Oliver,Gonzalez,oliver.gonzalez97@example.com,2025-05-29,Referral,,Miami,United States,2026-01-25,2026-01-25,1,304.02,0.0,304.02,2,0,157.0,0.0,398
CUST00448,Emily,Brown,emily.brown91@example.com,2024-10-29,Meta Ads,,Houston,United States,2025-01-24,2026-04-15,2,169.48000000000002,26.17,143.31,2,1,77.0,0.5,610
CUST00449,Elijah,Jones,elijah.jones71@example.com,2024-06-05,Meta Ads,,Denver,United States,2024-07-29,2026-06-23,15,1736.21,556.0,1180.21,18,6,8.0,0.4,756
CUST00450,Benjamin,Wilson,benjamin.wilson99@example.com,2025-07-16,Referral,,Austin,United States,2025-07-19,2026-04-12,7,1468.3400000000001,327.79,1140.55,12,1,80.0,0.14285714285714285,350
CUST00451,Michael,Perez,michael.perez37@example.com,2026-02-19,Google Ads,,Denver,United States,2026-02-19,2026-05-05,2,220.26,0.0,220.26,2,0,57.0,0.0,132
CUST00452,Daniel,Sanchez,daniel.sanchez20@example.com,2025-06-22,Meta Ads,,San Francisco,United States,2025-10-28,2026-01-06,2,321.97999999999996,293.89,28.09,2,1,176.0,0.5,374
CUST00453,Olivia,Robinson,olivia.robinson82@example.com,2024-04-24,Google Ads,,Austin,United States,2024-07-13,2026-06-16,9,1430.29,89.22,1341.07,18,1,15.0,0.1111111111111111,798
CUST00454,Avery,Taylor,avery.taylor35@example.com,2025-08-09,Meta Ads,,Chicago,United States,2025-09-30,2026-03-11,3,164.98,0.0,164.98,3,0,112.0,0.0,326
CUST00455,Mia,Ramirez,mia.ramirez76@example.com,2025-03-28,Google Ads,,Houston,United States,2025-06-23,2026-03-19,3,276.14,0.0,276.14,3,0,104.0,0.0,460
CUST00456,Emily,Jackson,emily.jackson72@example.com,2024-04-03,Organic,,Boston,United States,2024-11-29,2026-02-28,4,312.5,105.81,206.69,6,1,123.0,0.25,819
CUST00457,Michael,Johnson,michael.johnson68@example.com,2024-05-15,Meta Ads,,Boston,United States,2025-01-08,2025-01-08,1,60.88,0.0,60.88,1,0,539.0,0.0,777
CUST00458,Evelyn,Johnson,evelyn.johnson81@example.com,2025-04-18,Email,,Miami,United States,2025-05-14,2026-02-20,2,125.89,0.0,125.89,2,0,131.0,0.0,439
CUST00459,Jacob,Smith,jacob.smith60@example.com,2024-09-17,Organic,,Houston,United States,2024-10-19,2024-10-19,1,79.92,0.0,79.92,2,0,620.0,0.0,652
CUST00460,Evelyn,Williams,evelyn.williams15@example.com,2025-03-09,Meta Ads,,Los Angeles,United States,2025-04-10,2026-06-01,9,1014.63,458.2,556.4300000000001,14,2,30.0,0.2222222222222222,479
CUST00461,Ethan,Johnson,ethan.johnson18@example.com,2025-04-28,Google Ads,,Seattle,United States,2025-06-05,2026-06-24,6,441.1,226.03,215.07,7,2,7.0,0.3333333333333333,429
CUST00462,Oliver,Harris,oliver.harris27@example.com,2026-02-23,Email,,Seattle,United States,2026-03-21,2026-05-28,2,242.85000000000002,0.0,242.85000000000002,2,0,34.0,0.0,128
CUST00463,Benjamin,Lewis,benjamin.lewis58@example.com,2025-04-04,Organic,,Seattle,United States,2025-04-15,2026-06-04,2,504.14,0.0,504.14,2,0,27.0,0.0,453
CUST00464,Charlotte,Williams,charlotte.williams97@example.com,2025-11-08,Organic,,Chicago,United States,2026-06-19,2026-06-19,1,81.43,0.0,81.43,1,0,12.0,0.0,235
CUST00465,Abigail,Ramirez,abigail.ramirez54@example.com,2024-05-01,Google Ads,,Austin,United States,2025-10-18,2025-11-14,2,122.89,0.0,122.89,2,0,229.0,0.0,791
CUST00466,Charlotte,Taylor,charlotte.taylor26@example.com,2026-01-15,Referral,,New York,United States,2026-06-01,2026-06-20,3,745.08,0.0,745.08,4,0,11.0,0.0,167
CUST00467,Elizabeth,Smith,elizabeth.smith48@example.com,2025-04-19,Email,,Austin,United States,2025-04-19,2025-10-02,2,497.91999999999996,0.0,497.91999999999996,2,0,272.0,0.0,438
CUST00468,Lucas,Moore,lucas.moore58@example.com,2024-08-23,Google Ads,,San Francisco,United States,,,0,0.0,0.0,0.0,0,0,,0.0,677
CUST00469,Ava,Rodriguez,ava.rodriguez34@example.com,2026-01-12,Organic,,New York,United States,2026-01-16,2026-06-26,4,909.27,217.8,691.47,9,1,5.0,0.25,170
CUST00470,Michael,Perez,michael.perez63@example.com,2025-09-21,Organic,,New York,United States,2026-01-26,2026-01-26,1,236.07,0.0,236.07,1,0,156.0,0.0,283
CUST00471,Elijah,Miller,elijah.miller18@example.com,2024-04-13,Email,,Boston,United States,2024-05-02,2026-04-20,2,221.82,0.0,221.82,4,0,72.0,0.0,809
CUST00472,Alexander,Perez,alexander.perez16@example.com,2024-09-07,Organic,,Seattle,United States,2024-10-26,2026-01-06,3,75.86,0.0,75.86,3,0,176.0,0.0,662
CUST00473,Amelia,Davis,amelia.davis79@example.com,2024-08-10,Organic,,New York,United States,2024-12-15,2025-11-10,5,1022.6099999999999,0.0,1022.6099999999999,8,0,233.0,0.0,690
CUST00474,Ava,Taylor,ava.taylor47@example.com,2024-08-27,Organic,,Denver,United States,2024-09-21,2025-06-11,3,208.25,0.0,208.25,4,0,385.0,0.0,673
CUST00475,Mia,Jackson,mia.jackson86@example.com,2026-03-02,Email,,San Francisco,United States,2026-04-01,2026-06-05,2,539.77,0.0,539.77,3,0,26.0,0.0,121
CUST00476,Elijah,Martinez,elijah.martinez28@example.com,2025-11-07,Meta Ads,,Seattle,United States,2025-11-26,2026-06-06,9,1476.18,0.0,1476.18,14,0,25.0,0.0,236
CUST00477,James,Rodriguez,james.rodriguez17@example.com,2025-07-24,Referral,,Chicago,United States,2025-12-24,2026-03-14,3,294.2,188.85,105.35,5,1,109.0,0.3333333333333333,342
CUST00478,Abigail,Perez,abigail.perez64@example.com,2025-07-23,Meta Ads,,San Francisco,United States,2026-01-30,2026-01-30,1,71.4,0.0,71.4,1,0,152.0,0.0,343
CUST00479,Abigail,Perez,abigail.perez58@example.com,2026-03-15,Meta Ads,,Seattle,United States,2026-03-30,2026-06-11,6,915.65,59.54,856.11,9,1,20.0,0.16666666666666666,108
CUST00480,Lucas,Jones,lucas.jones48@example.com,2025-01-20,Google Ads,,Austin,United States,2025-03-25,2026-05-18,4,315.08,74.36,240.72,4,1,44.0,0.25,527
CUST00481,Mason,Davis,mason.davis38@example.com,2024-11-03,Organic,,Chicago,United States,2025-03-05,2026-05-28,5,372.91,288.24,84.67,7,1,34.0,0.2,605
CUST00482,Michael,Anderson,michael.anderson17@example.com,2025-07-29,Meta Ads,,Seattle,United States,2025-08-13,2026-04-25,3,133.13,42.28,90.85,3,1,67.0,0.3333333333333333,337
CUST00483,Ethan,Taylor,ethan.taylor27@example.com,2025-02-01,Google Ads,,Houston,United States,2025-06-12,2026-06-21,2,553.16,0.0,553.16,5,0,10.0,0.0,515
CUST00484,Mia,Lee,mia.lee20@example.com,2025-04-05,Organic,,Los Angeles,United States,2025-04-27,2025-04-27,1,80.98,0.0,80.98,1,0,430.0,0.0,452
CUST00485,Ethan,White,ethan.white34@example.com,2024-02-22,Google Ads,,Denver,United States,2024-05-17,2025-12-02,3,515.4200000000001,154.59,360.83000000000004,3,1,211.0,0.3333333333333333,860
CUST00486,Alexander,Johnson,alexander.johnson19@example.com,2024-07-11,Organic,,Denver,United States,2024-08-03,2026-03-08,3,593.79,403.76,190.03,6,1,115.0,0.3333333333333333,720
CUST00487,Jacob,Perez,jacob.perez81@example.com,2024-08-10,Meta Ads,,San Francisco,United States,2024-10-24,2026-04-05,8,805.9100000000001,322.81,483.1,9,2,87.0,0.25,690
CUST00488,James,Robinson,james.robinson11@example.com,2024-08-04,Referral,,Los Angeles,United States,2025-05-06,2025-12-08,2,380.9,0.0,380.9,4,0,205.0,0.0,696
CUST00489,Jacob,Harris,jacob.harris71@example.com,2024-09-05,Email,,Houston,United States,2024-11-09,2026-03-09,5,963.49,44.62,918.87,9,1,114.0,0.2,664
